,Cena,Liczba_pokoi,Powierzchnia,Piętro,Lokalizacja,Opis,liczba, opis,_merge
286,349.0,4.0,65.0,1.0,Poznań Winogrady Piątkowo Sołacz ul. Kosmonautów Os.,Polecam na sprzedaż mieszkanie 4- pokojowe o niestandardowym układzie po generalnym remoncie. Pierwotny układ mieszkania został zmieniony tak aby uzyskać 3 niezależne nieprzechodnie pokoje. Czwarty pokój został połączony z kuchnią tworząc...,,,left_only
287,279.0,3.0,45.0,1.0,Poznań Grunwald Górczyn Centrum ul. Poranek,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem oc od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży zadbanego trzypokojowego mieszkania położonego w niskim budynku z cegły z lat 60-tych przy ul. Poranek (Grunwald)....,,,left_only
288,665.26,4.0,107.3,1.0,Poznań Grunwald ul. Barwicka 14,Mieszkanie 107 30m2 I piętro 4 pokoje. Inwestycja zakończona w 2014r nowoczesna architektura (drewno metal duże przeszklenia). Zachodnia część Poznania na Osiedlu Bajkowym. Stan deweloperski. Uwagę przyciąga unikalny charakter...,,,left_only
289,419.0,3.0,78.48,1.0,Poznań Nowe Miasto ul. Ul. Milczańska 1,Mieszkanie w programie MDM!!! Na sprzedaż komfortowe mieszkanie o metrażu 78 48m2 na 1 piętrze przy ulicy Milczańskiej. Składa się z salonu kuchni w formie aneksu 2 sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy balkon....,,,left_only
290,390.0,4.0,130.1,1.0,Poznań Wilda ul. Wybickiego,BT- BEZPIECZNA TRANSAKCJA!!! Polecam do sprzedaży mieszkanie w kamienicy na ul. Wybickiego. Kamienica z 1935 roku. 1 piętro. Świetna lokalizacja zarówno na cele mieszkalne jak i biurowe. 4 pokoje (20 2m2 35 1m2 20 7m2 17 3m2). Kuchnia 8 6m2 ...,,,left_only
291,269.0,2.0,46.7,1.0,Poznań Naramowice Piątkowo Osiedle Howella ul. Naramowicka,NARAMOWICE ULICA NARAMOWICKA /UL. BOLKA - PRZYTULNE SŁONECZNE MIESZKANIE 2 POKOJOWE NA PIERWSZYM PIĘTRZE W ORYGINALNIE ZAPROJEKTOWANYM BUDYNKU HOWELLA Z 2003. Powierzchnia mieszkania: 46 70m2 - I piętro. Wejście do mieszkania od...,,,left_only
292,322.796,2.0,52.9,1.0,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,,,left_only
293,225.0,2.0,43.0,1.0,Poznań Rataje ul. Os. Piastowskie,SPRZEDAŻ LUB ZAMIANA!!! POZDOM NIERUCHOMOŚCI polecają do sprzedaży mieszkanie 2 pokojowe położone w Poznaniu dzielnica Rataje osiedle Piastowskie. Lokal znajduje się na wysokim parterze w budynku 10-o piętrowym. Poniżej znajdują się lokale...,,,left_only
294,240.0,2.0,49.0,1.0,Poznań Grunwald ul. Mgielna,Polecam do sprzedania mieszkanie w atrakcyjnej cenie z dużym potencjałem inwestycyjnym do remontu. Idealne pod wynajem -niezależne pomieszczenia! Zlokalizowane na wygodnym 1 piętrze w trzypiętrowym bloku. Na piętrze są tylko 2 mieszkania....,,,left_only
295,265.0,3.0,67.0,1.0,Poznań Łazarz Centrum Wilda Górczyn Grunwald ul. Łukaszewicza - Mieszkanie Z Balkonem!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Łazarzu ( ul. Łukaszewicza ). Na 67 m2 składają się trzy ustawne pokoje osobna...,,,left_only
296,244.0,2.0,54.0,1.0,Poznań ul. Władysława Sikorskiego,Mieszkanie składa się z pokoju dziennego z półotwartą Kuchnią z oknem łazienki oraz sypialni z garderobą. Wszystkie instalacje jak elektryczna wodnokanalizacyjna gazowa zostały wymienione na nowe okna nowe podłogi nowe drzwi wejściowe oraz...,,,left_only
297,160.0,1.0,29.0,1.0,Poznań Grunwald Łazarz,JASNA PRZESTRONNA KAWALERKA - blisko centrum - po remoncie! Kawalerka o metrażu 29 m2 z niezależnymi pomieszczeniami (pokój oddzielna kuchnia łazienka i korytarz) znajduje się na wysokim parterze w niskim bloku. Do mieszkania przynależy...,,,left_only
298,359.0,3.0,68.0,1.0,Poznań Winogrady,Polecam na sprzedaż mieszkanie trzypokojowe o powierzchni 68 m2 na Winogradach rejon ul. Ugory i Czapli. Mieszkanie usytuowane na pierwszym piętrze w niskim czteropiętrowym bloku z cegły. Mieszkanie składa się z salonu 23 m2 połączonego z aneksem...,,,left_only
299,194.877,1.0,33.03,1.0,Poznań Winogrady ul. Hawelańska Lechicka,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....,,,left_only
300,376.23199999999997,3.0,66.9,1.0,Poznań Naramowice ul. Błażeja,Osiedle Na Skraju Lasu to nowoczesny kompleks mieszkaniowy złożony z trzech kameralnych budynków łączący nowoczesną architekturę belgijskie standardy budowy najlepszą lokalizację w dzielnicy i przystępne ceny. Zastosowane detale...,,,left_only
301,374.906,3.0,67.1,1.0,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak Program Mieszkanie Dla Młodych,KUPUJĄCY NIE PŁACI PROWIZJI. Mieszkanie w programie MDM. Na sprzedaż mieszkanie 3-pokojowe na nowym osiedlu Wilczak. Mieszkanie usytuowane jest na parterze posiada ogród 23 48m2. Układ pomieszczeń: pokój dzienny z aneksem kuchennym (30 37m2) z...,,,left_only
302,220.976,2.0,39.46,1.0,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
303,210.0,3.0,54.0,1.0,Poznań Głuszyna,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam na prezentację mieszkania połozonego w południowo-wschodniej dzielnicy Poznania - Głuszyna Mieszkanie połozone jest na I pietrze /niski blok z cegły. Blok...,,,left_only
304,330.0,4.0,74.5,1.0,Poznań Dębiec,Polecam Państwu na sprzedaż ciekawe 4-pokojowe mieszkanie o pow. 74 50 m2 położone na pierwszym piętrze niskiego dwupiętrowego bloku na os. Dębina. Budynek z 1982r ( nie wielka płyta). Wszystkie pomieszczenia są niezależne. Największy pokój z...,,,left_only
305,225.0,1.0,30.0,1.0,Poznań Rataje Nowe Miasto Centrum. ul. Os. Piastowskie,Mieszkanie 2-pokojowe o powierzchni 43 7m2 na trzecim piętrze w niskim budynku na os. Piastowskim (Rataje). Dwa ustawne pokoje (14 4m2 i 16m2) kuchnia (4m2) z oknem loggia. Na podłogach w pokojach i korytarzu panele w kuchni wykładzina PCV....,,,left_only
306,320.698,3.0,54.13,1.0,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
307,188.11,1.0,33.5,1.0,Poznań Łazarz ul. Kanałowa,Polecam na sprzedaż przestronne mieszkanie przy ul.Kanałowej w Centrum Poznania. Kamienica jest rewitalizowana posiada ogrzewanie miejskie (Dalkia). Mieszkania w stanie deweloperskim ( tynki gipsowe na ścianach drewniane podłogi drewniane nowe...,,,left_only
308,450.6,3.0,74.11,1.0,Poznań Grunwald,Polecam na sprzedaż mieszkanie w stanie deweloperskim na Grunwaldzie. Zestawienie pomieszczeń : 1. hall - 9 16 m2 2. pokój - 13 95 m2 3. kuchnia - 8 46 m2 4. łazienka - 4 63 m2 5. pokój - 17 27 m2 6. pokój - 12 90 m2...,,,left_only
309,450.165,4.0,77.61,1.0,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/43 cena brutto: 470.165 21 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 550.165 21 zł BRUTTO kondygnacja: I piętro balkon: tak komórka lokatorska: 2 64 m2 w cenie mieszkania dodatkowe opcje:...,,,left_only
310,328.0,3.0,56.0,1.0,Poznań Górczyn ul. Daleka,Mieszkanie z ogródkiem w samym Poznaniu. 0% prowizji 0% prowizji 0% prowizji Bieżąca oferta obejmuje 3-pokojowy lokal o powierzchni 56 m2 położony na parterze nowoczesnego osiedla budynków wielomieszkaniowych w niskiej zabudowie. Nowo powstające...,,,left_only
311,239.0,1.0,66.02,1.0,Poznań Antoninek ul. Ziemowita,PRZEPIĘKNA PRZESTRONNY APARTAMENT O PODWYŻSZONYM STANDARDZIE! WYSOKI PARTER! GARAŻ! KUPUJĄCY NIE PŁACI PROWIZJI! Na sprzedaż 1-pokojowy apartament położony na WYSOKIM parterze niskiego budynku z cegły z 2001 roku zlokalizowany przy ul....,,,left_only
312,320.0,4.0,104.0,1.0,Poznań Łazarz ul. Łukaszewicza,Rozkładowe przestronne mieszkanie na parterze w kamienicy w Poznaniu w dzielnicy Łazarz. Cztery pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - wykładzina; Okna - PCV;...,,,left_only
313,281.17900000000003,2.0,47.02,1.0,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
314,317.0,4.0,65.0,1.0,Poznań Stare Miasto Winogrady Os. Wichrowe Wzg ul. Os. Wichrowe Wzgórze,Gorąco polecam przestronne mieszkanie w doskonałej lokalizacji na os. Wichrowe Wzgórze na Winogradach. OPIS MIESZKANIA: Mieszkanie czteropokojowe na osiedlu Wichrowe Wzgórze o powierzchni 64 90 m2 znajduje się na 1 piętrze w ocieplonym...,,,left_only
315,328.79,2.0,55.0,1.0,Poznań Jeżyce,STYLOWE MIESZKANIE W REWITALIZOWANEJ KAMIENICY. JEŻYCE. Przedmiotem oferty jest dwupokojowe mieszkanie o powierzchni 55m2 (pokój z aneksem 26 50m2 pokój 20m2 łazienka 5m2 korytarz 3 50m2) znajdujące się na pierwszym piętrze zrewitalizowanej...,,,left_only
316,314.029,3.0,56.48,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
317,320.0,3.0,53.09,1.0,Poznań Piątkowo ul. Sarmacka,Rozkładowe słoneczne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na drzewa. Standard wykończenia: Ściany - glazura gładź gipsowa ...,,,left_only
318,188.825,2.0,32.5,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
319,597.5930000000001,4.0,104.42,1.0,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/56 cena brutto: 597.593 23 zł kondygnacja: parter balkon: taras komórka lokatorska: 3 81 m2 w cenie mieszkania dodatkowe opcje: - miejsce parkingowe w hali garażowej na poziomie -1 -...,,,left_only
320,387.0,3.0,82.5,1.0,Poznań Łazarz ul. Małeckiego Po Remoncie!,Biuro Nieruchomości Credo poleca na sprzedaż przestronne 3-pokojowe mieszkanie położone na pierwszym piętrze pięknej zabytkowej kamienicy w atrakcyjnej lokalizacji przy ul. Małeckiego Łazarz Poznań. Kamienica została ocieplona klatka schodowa...,,,left_only
321,195.0,2.0,35.0,1.0,Poznań Jeżyce,Polecam na sprzedaż mieszkanie na Jeżycach przy ulicy Piotra Wawrzyniaka - blisko Dąbrowskiego na parterze z bezpośrednim wejściem do mieszkania z podwórza - nie ma klatki schodowej mieszkania o powierzchni 35 m2. Układ pomieszczeń jest...,,,left_only
322,221.13,1.0,33.9,1.0,Poznań Łazarz ul. Kanałowa,Polecam na sprzedaż przestronne mieszkanie przy ul.Kanałowej w Centrum Poznania. Kamienica jest rewitalizowana posiada ogrzewanie miejskie (Dalkia). Mieszkania w stanie deweloperskim ( tynki gipsowe na ścianach drewniane podłogi drewniane...,,,left_only
323,215.0,2.0,46.18,1.0,Poznań Grunwald ul. Załęże,Polecam do zakupu mieszkanie położone na Łazarzu na ul.Załęże. Mieszkanie znajduję się na 1 dogodnym piętrze niskiego zadbanego bloku z cegły. Budynek po termomodernizacji w 2013 roku ocieplony nowa elewacja plastikowe okna. Metraż...,,,left_only
324,199.0,2.0,39.0,1.0,Poznań Dębiec ul. Jaworowa Łozowa Klonowa,Polecam na sprzedaż mieszkanie 2 pokojowe w budynku oddanym w 2015 r przy ul. Jaworowej. KUPUJĄCY NIE PŁACI 2% PODATKU PCC Blok znajduje się w samym sercu Dębca w pobliżu pętli tramwajowej autobusowej oraz dworca kolejowego. Bardzo szybki i...,,,left_only
325,295.0,2.0,51.08,1.0,Poznań ul. Dolina,Oferuję 2- pokojowe mieszkanie na 1- piętrze wyremontowanej kamienicy na Górnej Wildzie. Kamienica znajduje się w ścisłym centrum przy ul. Dolina nieopodal skrzyżowania ulic Chwiałkowskiego i Górna Wilda. Miejsce jest bardzo dobrze skomunikowane...,,,left_only
326,203.43200000000002,2.0,34.48,1.0,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
327,205.0,2.0,37.0,1.0,Poznań Sołacz ul. Nad Potokiem,ZAMIENIĘ zadbane mieszkanie 2-pokojowe z balkonem o powierzchni 37m2 z dobrą lokalizacją na Sołaczu przy ulicy NAD POTOKIEM blisko Uniwersytetu Rolniczego i Parku Sołackiego w POZNANIU na podobne w KRAKOWIE. Blisko do komunikacji...,,,left_only
328,285.0,4.0,73.0,1.0,Poznań Grunwald ul. Plewiska,SŁONECZNE TARASY 2 PLEWISKA UL. FABIANOWSKA 77 TYP MIESZKANIA F6' odbiór w styczniu 2016 r. MIESZKANIE DWUPOZIOMOWE NA PIĘTRZE Z TARASEM W przypadku dodatkowych pytań uprzejmie zapraszamy do bezpośredniego kontaktu z działem sprzedaży firmy...,,,left_only
329,299.0,2.0,70.0,1.0,Poznań Winogrady ul. Wilczak,Na sprzedaż mieszkanie przy ul. Wilczak. Budynek z lat 30 tych w bardzo dobrym stanie. 2 lata temu odnawiana była elewacja i wymieniany dach. Powierzchnia 80 m2 2 pokoje ( można zrobić 3 pokoje) balkon piwnica 20 m2. Piętro 1 budynek...,,,left_only
330,277.644,1.0,40.83,1.0,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...,,,left_only
331,300.685,3.0,49.7,1.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,,,left_only
332,320.0,3.0,78.0,1.0,Poznań Nowe Miasto Rataje Żegrze ul. Osiedle Czecha,Mam do zaoferowania duże słoneczne mieszkanie 3-pokojowe na os. Czecha. Główne atuty nieruchomości: • doskonała komunikacja z centrum • rozkład pomieszczeń • bliskość terenów zielonych Nieruchomość złożona z: • pokój 22 m.kw • pokój 18 m.kw •...,,,left_only
333,284.04,2.0,52.0,1.0,Poznań Łazarz,Polecamy na sprzedaż 2-pokojowe mieszkanie na I piętrze w ścisłym centrum Poznania w całkowicie zrewitalizowanej kamienicy! Powierzchnia 52 6m2. Całość została odnowiona wszystkie instalacje nowe okna nowe drewniane nawiązujące do pierwotnego...,,,left_only
334,368.0,4.0,66.0,1.0,Poznań Grunwald Górczyn,4 POKOJOWE MIESZKANIE W STANIE DEWELOPERSKIM W KREDYCIE MDM. W stanie deweloperskim otrzymacie Państwo: - drzwi antywłamaniowe; - ściany i sufity tynk gipsowy zatarty na gładko ściany pomalowane na biało; - posadzki betonowe zatarte na gładko;...,,,left_only
335,285.0,2.0,50.0,1.0,Poznań Piątkowo ul. Sobieskiego,Mieszkanie 2 pokojowe 50 m2 na wysokim parterze w 3 – piętrowym bloku na Os. Sobieskiego na Piątkowie. Lokalizacja w pobliżu szybkiego tramwaju i dworca autobusowego - 5-7min spacerem. Parking osiedlowy oraz prywatny bardzo blisko bloku...,,,left_only
336,369.0,5.0,104.63,1.0,Poznań Łazarz ul. Łukaszewicza,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI POLECAM NA SPRZEDAŻ MIESZKANIE W POZNANIU Przestronne i funkcjonalne 5 pokojowe mieszkanie o powierzchni 104 63 m2 położone na wysokim parterze w odnowionej kamienicy przy...,,,left_only
337,350.0,3.0,51.0,1.0,Poznań Naramowice Piątkowo Winogrady ul. Rubież,Oferuję na sprzedaż bardzo ładne na Naramowicach przy ul. Rubież. Mieszkanie położone na I piętrze trzypiętrowego budynku na osiedlu strzeżonym. Na powierzchnię mieszkania 51 m2 składają się: 3 pokoje w tym jeden z aneksem kuchennym korytarz i...,,,left_only
338,165.0,1.0,29.0,1.0,Poznań Łazarz,Oferta Licencjonowanego Pośrednika - Gwarancją Bezpiecznej Transakcji Kawalerka o pow. ok. 30 m2 w stanie deweloperskim po kapitalnym remoncie odnowione położona na parterze w kamienicy z lat 60-tych w dzielnicy Łazarz. Mieszkanie usytuowane...,,,left_only
339,215.0,1.0,33.0,1.0,Poznań Centrum Stare Miasto ul. Rybaki Półwiejska Kwiatowa,Idealna lokalizacja! Blisko Starego Browaru. Ścisłe Centrum miasta! Cena do negocjacji! Bardzo dobra lokalizacja blisko wiele uczelni wyższych przystanków komunikacji miejskiej oraz terenów zielonych. Zapraszam do zapoznania się z ofertą...,,,left_only
340,349.0,3.0,57.0,1.0,Poznań Piątkowo ul. Batorego,Polecam na sprzedaż bardzo ładne nowoczesne mieszkanie 3 -pokojowe z tarasem na wysokim parterze w budynku wybudowanym z cegły w 2006 r na Piątkowie Os. Batorego ( nowa część) o powierzchni 57 m 2 Mieszkanie posiada funkcjonalny rozkład...,,,left_only
341,312.848,3.0,48.4,1.0,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,,,left_only
342,310.0,2.0,51.5,1.0,Poznań Poznań-Grunwald,... BT - GWARANCJA BEZPIECZNEJ TRANSAKCJI POD OPIEKĄ LICENCJONOWANEGO POŚREDNIKA... ________________________________________________________________________________ NA SPRZEDAŻ 2-POKOJOWE MIESZKANIE w POZNANIU NA ŚWIERCZEWIE ...,,,left_only
343,198.0,2.0,44.0,1.0,Poznań Jeżyce,OKAZJA!!! Polecam na sprzedaż mieszkanie dwupokojowe w wyremontowanej kamienicy na Jeżycach w pobliżu Parku Sołackiego . Lokal znajduje się na pierwszym piętrze. Mieszkanie składa się z salonu z aneksem kuchennym sypialni oraz łazienki.W budynku...,,,left_only
344,219.0,2.0,63.6,1.0,Poznań Wilda ul. Wspólna,Duże 2 pokojowe mieszkanie o pow. 63 6 m2 Wilda ul. Wspólna DOBRA CENA !!! POLECAM !!! Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń Nieruchomość złożona z: • korytarz 5 m.kw • pokój 19 5 m.kw • kuchnia...,,,left_only
345,285.0,2.0,43.0,1.0,Poznań Stare Miasto ul. Za Goblą,Mieszkanie w rejonie Starego Miasta w nowej plombie ( cegła) nad Wartą. W pobliżu piękne tereny zielone oraz centrum Starego Miasta. Mieszkanie 43 m2 na parterze w patio z komfortową lokalizacją ciche. Mieszkanie dotychczas miało dwa...,,,left_only
346,370.0,3.0,67.55,1.0,Poznań Krzyżowniki ul. Pucka,SPRZEDAŻ wynajętego pięknie wykończonego mieszkania Polecam na sprzedaż już ostatnie z 4 mieszkań w zabudowie bliźniaczej realizowanych według autorskiego projektu polsko-duńskiej spółki. Budynki są zaprojektowane w nowoczesnej i eleganckiej...,,,left_only
347,1125.275,4.0,98.0,1.0,Poznań Grunwald ul. Zbąszyńska,Na sprzedaż piękne i przestronne mieszkanie w nowoczesnej zrewitalizowanej i odnowionej willi miejskiej w pięknej i uroczej dzielnicy Grunwaldu. Willa z własnym ogrodem wykończona w bardzo wysokim standardzie. Kameralne miejsce z zaledwie...,,,left_only
348,360.0,3.0,58.0,1.0,Poznan Grunwald ul. Grunwaldzka,Ul. Bułgarska/Grunwaldzka. Nowsze mieszkanie w nowej niski budynek z cegły. Mieszkanie słoneczne - położone w osi wschód- południe. Dwa samodzielne pokoje kuchnia z aneksem z meblami na wymiar. Na podłogach płytki i panele. mogą pozostać...,,,left_only
349,164.0,1.0,31.0,1.0,Poznań Grunwald ul. Mottego,Polecam na sprzedaż przytulną kawalerkę usytuowaną w oficynie przy ulicy Mottego w Poznaniu. Mieszkanie składa się z otwartej kuchni z aneksem kuchennym wyposażonego salonu oraz łazienki z wc. W mieszkaniu panele w łazience płytki. Mieszkanie...,,,left_only
350,177.0,1.0,35.9,1.0,Poznań Górczyn ul. Knapowskiego,Mieszkanie dostępne w Programie MDM. Zapraszam do zapoznania się z ofertą sprzedaży jednopokojowego mieszkania w całkowicie odnowionej kamienicy na Górczynie ze świetną komunikacją z Centrum Poznania. Kamienica powstała w latach 30-tych XX w. ...,,,left_only
351,790.0,4.0,130.0,1.0,Poznań Poznań-Grunwald ul. Grochowska,SAMODZIELNY NIEZALEZNY PARTER DOMU WOLOSTOJACEGO przy ul.Grochowskiej. Budynek z końca lat 30-tych stanowiący dwa mieszkania -kazde obejmujące jedną kondygnację (parter pietro). Do wspólnego uzytkowania :piwnica strych i działka które jest od...,,,left_only
352,360.0,2.0,61.0,1.0,Poznań Łazarz,Polecamy na sprzedaż mieszkanie w dwupiętrowej kamienicy z 2004r.Lokal o powierzchni 61 5 m2. mieści się na pierwszym piętrze i składa się z dwóch dużych pokoi ładnej łazienki i kuchni połączonej z przedpokojem.Ogrzewanie w budynku gazowe z...,,,left_only
353,600.0,3.0,69.0,1.0,Poznań Stare Miasto Chwaliszewo ul. Tylne Chwaliszewo,Na sprzedaż luksusowy apartament z widokiem na Wartę oraz Ostrów Tumski położony na parterze nowego obiektu przy ulicy Tylne Chwaliszewo w ścisłym centrum Poznania. Cena obejmuje miejsce w podziemnej hali garażowej z windą. Stan: idealny nie...,,,left_only
354,394.29,3.0,60.66,1.0,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...,,,left_only
355,380.0,3.0,74.0,1.0,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,Polecam na sprzedaż 3-pokojowe mieszkanie 74m2. Własnościowe z księgą wieczystą. Klatka schodowa czysta i zadbana. Mieszkanie jest bardzo ciche ciepłe i jasne . Cena: 380 000 Umeblowanie takie jak na zdjęciach. W cenie pozostaje zabudowa...,,,left_only
356,871.0,5.0,128.0,1.0,Poznań Winogrady ul. Piątkowska,Polecam na sprzedaż piękny luksusowy apartament 5-pokojowy w świetnej lokalizacji przy ul. Piątkowskiej! Lokal położony jest na wysokim parterze w nowym budynku z 2009 roku wybudowanego przez znaną i sprawdzoną firmę NICKEL DEVELOPMENT. Budynek...,,,left_only
357,335.59,3.0,59.82,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
358,258.5,2.0,42.27,1.0,Poznań Grunwald ul. Smardzewska,BARDZO ŁADNE MIESZKANIE W NOWYM BUDOWNICTWIE - KAMERALNE ZAMKNIĘTE OSIEDLE !!! Oferujemy na sprzedaż bardzo ładne 2 pokojowe mieszkanie w nowoczesnym w budynku przy Smardzewskiej w dzielnicy Grunwald w Poznaniu !!! Mieszkanie znajduje się na I...,,,left_only
359,995.166,5.0,142.37,1.0,Poznań Grunwald ul. Grunwald,POLECAM Mieszkania w Nowo powstałej willa miejskiej w samym sercu Grunwaldu RYNEK PIERWOTNY Przepiękna i wyróżniająca się wyjątkowymi rozwiązaniami architektonicznymi nieruchomość znajduje się w jednej z najbardziej klimatycznych dzielnic...,,,left_only
360,263.0,3.0,44.4,1.0,Poznań Grunwald,Mieszkanie na sprzedaż! Mieszkanie składa się z 3 pokoi w tym dwie sypialnie i salon. Z salonu przejście do zadbanej kuchni z nowoczesnym sprzętem i do mniejszej sypialni z balkonem. Jeden pokój niezależny. Mieszkanie znajduje się w niskim...,,,left_only
361,650.0,5.0,159.2,1.0,Poznań Stare Miasto Centrum ul. Ratajczaka,Polecam na kupno mieszkanie w centrum Poznania przy ulicy św. Marcin. Znajduje się na 1 piętrze w 4 piętrowej kamienicy. Powierzchnia 152 2m. Pięć pokoi okna wychodzące na wschód południe zachód; widok na inne budynki.Standard wykończenia:...,,,left_only
362,1539.0,4.0,114.0,1.0,Poznań Grunwald ul. Zbąszyńska,Na sprzedaż piękne i przestronne mieszkanie w nowoczesnej zrewitalizowanej i odnowionej willi miejskiej w pięknej i uroczej dzielnicy Grunwaldu. Willa z własnym ogrodem wykończona w bardzo wysokim standardzie. Kameralne miejsce z zaledwie...,,,left_only
363,289.0,3.0,48.0,1.0,Poznań Rataje ul. Os. Armii Krajowej Po Remoncie,POLECAM!!! Mieszkanie 3 pokojowe o powierzchni 48m2 znajdujące sie na Ratajach na os. Armii Krajowej w niskim ocieplonym odnowionym bloku na parterze. Mieszkanie po remoncie. Do zamieszkania bez dodatkowych nakładów finansowych. Powierzchnia...,,,left_only
364,310.0,3.0,79.4,1.0,Poznań Nowe Miasto Rataje ul. Unii Lubelskiej,NIERUCHOMOŚĆ DOSTĘPNA WYŁACZNIE W NASZEJ FIRMIE. | ATRAKCYJNA CENA za 3 pokojowe mieszkanie o pow. 79 4 m2 usytuowane na parterze 10-piętrowego bloku na Unii Lubelskiej. Wszystkie pokoje i kuchnia rozkładowe. Mieszkanie składa się : -...,,,left_only
365,245.0,2.0,41.6,1.0,Poznań Centrum ul. Wszystkich Świętych,Ciche mieszkanie na parterze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje okna wychodzące na północ. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - gres polerowany panele podłogowe. Przeprowadzone remonty: wymiana okien ...,,,left_only
366,149.0,1.0,31.21,1.0,Poznań ul. Sypniewo,Na sprzedaż kawalerka o powierzchni 31 m zlokalizowane w Głuszynie (Sypniewo). Mieszkania mieści na parterze. Rok budowy – 2010. Mieszkanie składa się z pokoju z aneksem kuchennym łazienki i korytarza. Z pokoju wyjście na balkon. Kuchnia i...,,,left_only
367,599.99,3.0,89.1,1.0,Poznań Naramowice ul. Błażeja,Sprzedam atrakcyjny apartament jednopoziomowy - ulica Błażeja - BEZPOŚREDNIO BEZ POŚREDNIKÓW + ogródek 110 metrów MIESZKANIE: Powierzchnia - 89 10 m 3 pokoje: - salon - 32 60 m+ otwarta kuchnia - 11 m - pokój - 14 5 m - pokój - 10 2 m - dwie...,,,left_only
